Lucas Digne,Everton,FRA,DF,27,30,30,2681,0,7,1690,72.5,0,0,0.02,0.18,2,1
Ben Godfrey,Everton,ENG,DF,22,31,29,2685,0,2,1302,84.6,0,0,0.03,0.02,4,0
Abdoulaye Doucouré,Everton,FRA,MF,27,29,29,2443,2,3,1332,86.0,0,0,0.08,0.08,6,0
Mason Holgate,Everton,ENG,DF,23,28,26,2287,1,0,1200,78.8,0,0,0.03,0.03,9,0
Gylfi Sigurðsson,Everton,ISL,MF,30,36,24,2253,6,5,947,79.1,3,4,0.27,0.19,2,0
Allan,Everton,BRA,MF,29,24,23,2051,0,0,1048,85.8,0,0,0.01,0.04,6,0
Yerry Mina,Everton,COL,DF,25,24,23,1937,2,0,1227,90.9,0,0,0.06,0.0,2,0
James Rodríguez,Everton,COL,"FW,MF",29,23,21,1764,6,4,1111,79.1,0,0,0.17,0.28,4,0
Séamus Coleman,Everton,IRL,"DF,MF",31,25,18,1613,0,3,766,81.5,0,0,0.06,0.11,0,0
André Gomes,Everton,POR,MF,27,28,17,1570,0,1,901,83.2,0,0,0.03,0.05,3,0
Alex Iwobi,Everton,NGA,"FW,DF",24,30,17,1542,1,2,688,77.0,0,0,0.06,0.11,0,0
Tom Davies,Everton,ENG,MF,22,25,17,1423,0,1,684,83.8,0,0,0.01,0.06,3,0
Robin Olsen,Everton,SWE,GK,30,7,7,630,0,0,199,71.4,0,0,0.0,0.0,1,0
Bernard,Everton,BRA,"MF,FW",27,12,3,455,1,0,272,79.4,0,0,0.04,0.13,2,0
Fabian Delph,Everton,ENG,"MF,DF",30,8,2,266,0,0,234,88.0,0,0,0.01,0.03,1,0
Anthony Gordon,Everton,ENG,"FW,MF",19,3,1,88,0,0,26,84.6,0,0,0.0,0.03,0,0
Niels Nkounkou,Everton,FRA,"DF,FW",19,2,1,81,0,0,34,79.4,0,0,0.02,0.0,1,0
Jonjoe Kenny,Everton,ENG,DF,23,4,1,79,0,0,61,77.0,0,0,0.0,0.0,0,0
Joshua King,Everton,NOR,"MF,FW",28,11,0,148,0,0,48,70.8,0,0,0.48,0.0,0,0
Cenk Tosun,Everton,TUR,FW,29,5,0,48,0,0,10,80.0,0,0,0.0,0.25,1,0
João Virgínia,Everton,POR,GK,20,1,0,48,0,0,17,52.9,0,0,0.0,0.0,0,0
Moise Kean,Everton,ITA,FW,20,2,0,15,0,0,9,77.8,0,0,0.21,0.0,0,0
Theo Walcott,Everton,ENG,FW,31,1,0,13,0,0,1,100.0,0,0,0.0,0.0,0,0
Jean-Philippe Gbamin,Everton,CIV,MF,24,1,0,12,0,0,9,66.7,0,0,0.0,0.0,0,0
Nathan Broadhead,Everton,WAL,MF,22,1,0,3,0,0,2,100.0,0,0,0.0,0.0,0,0
Emiliano Martínez,Aston Villa,ARG,GK,27,38,38,3420,0,0,1295,65.6,0,0,0.0,0.01,1,0
Matt Targett,Aston Villa,ENG,DF,24,38,38,3404,0,2,2147,77.0,0,0,0.01,0.08,7,0
John McGinn,Aston Villa,SCO,MF,25,37,37,3330,3,5,1398,77.3,0,0,0.06,0.08,12,0
Ollie Watkins,Aston Villa,ENG,FW,24,37,37,3328,14,5,832,72.8,1,2,0.43,0.11,4,1
Tyrone Mings,Aston Villa,ENG,DF,27,36,36,3194,2,2,1585,79.6,0,0,0.05,0.02,6,1
Ezri Konsa,Aston Villa,ENG,DF,22,36,35,3196,2,0,1244,86.5,0,0,0.06,0.01,3,0
Douglas Luiz,Aston Villa,BRA,MF,22,33,32,2781,0,2,1431,84.8,0,0,0.05,0.05,10,1
Bertrand Traoré,Aston Villa,BFA,FW,24,36,29,2317,7,6,796,71.2,0,0,0.25,0.13,1,0
Matty Cash,Aston Villa,ENG,DF,22,28,28,2372,0,2,1298,73.9,0,0,0.01,0.08,8,1
Jack Grealish,Aston Villa,ENG,"FW,MF",24,26,24,2185,6,10,1100,78.5,0,0,0.18,0.35,6,0
Ross Barkley,Aston Villa,ENG,MF,26,24,18,1531,3,1,764,81.0,0,0,0.19,0.21,0,0
Anwar El Ghazi,Aston Villa,NED,FW,25,28,17,1613,10,0,613,70.5,4,4,0.45,0.13,2,0
Trézéguet,Aston Villa,EGY,FW,25,21,12,1166,2,1,328,69.5,0,0,0.29,0.15,0,0
Marvelous Nakamba,Aston Villa,ZIM,MF,26,13,9,749,0,0,273,85.7,0,0,0.0,0.0,3,0
Ahmed Elmohamady,Aston Villa,EGY,DF,32,14,8,839,0,0,594,78.1,0,0,0.05,0.07,2,0
Kortney Hause,Aston Villa,ENG,DF,25,7,7,630,1,0,216,78.2,0,0,0.17,0.0,2,0
Jacob Ramsey,Aston Villa,ENG,MF,19,22,6,626,0,0,220,85.5,0,0,0.07,0.04,0,0
Morgan Sanson,Aston Villa,FRA,MF,25,9,3,294,0,0,161,75.8,0,0,0.01,0.04,3,0
Conor Hourihane,Aston Villa,IRL,MF,29,4,3,225,1,1,155,74.8,0,0,0.2,0.32,0,0
Keinan Davis,Aston Villa,ENG,"FW,MF",22,15,1,277,1,1,79,73.4,0,0,0.34,0.16,0,0
Carney Chukwuemeka,Aston Villa,ENG,"FW,MF",16,2,0,20,0,0,8,62.5,0,0,0.29,0.0,0,0
Wesley Moraes,Aston Villa,BRA,"MF,FW",23,3,0,18,0,0,4,100.0,0,0,0.12,0.0,0,0
Neil Taylor,Aston Villa,WAL,DF,31,1,0,16,0,0,11,90.9,0,0,0.0,0.0,1,0
Jaden Philogene Bidace,Aston Villa,ENG,FW,18,1,0,1,0,0,4,50.0,0,0,0.0,0.0,0,0
Jonjo Shelvey,Newcastle United,ENG,MF,28,30,29,2617,1,3,1417,73.8,0,0,0.08,0.09,7,0
Miguel Almirón,Newcastle United,PAR,"MF,FW",26,34,28,2429,4,1,877,81.1,0,0,0.12,0.1,3,0
Karl Darlow,Newcastle United,ENG,GK,29,25,25,2250,0,0,726,50.1,0,0,0.0,0.0,3,0
Federico Fernández,Newcastle United,ARG,DF,31,24,24,2079,0,0,837,80.2,0,0,0.01,0.01,4,0
Callum Wilson,Newcastle United,ENG,FW,28,26,23,2084,12,5,366,69.7,4,4,0.49,0.1,2,0
Joelinton,Newcastle United,BRA,"FW,MF",23,31,23,1983,4,2,590,73.9,1,1,0.27,0.1,3,0
Isaac Hayden,Newcastle United,ENG,"MF,DF",25,24,22,1942,0,0,790,79.6,0,0,0.02,0.02,8,0
Ciaran Clark,Newcastle United,IRL,DF,30,22,21,1891,1,0,747,83.0,0,0,0.02,0.0,3,0
Jamal Lewis,Newcastle United,NIR,DF,22,24,20,1837,0,1,833,76.2,0,0,0.01,0.08,4,0
Jamaal Lascelles,Newcastle United,ENG,DF,26,19,19,1625,2,0,599,81.3,0,0,0.05,0.0,4,0
Allan Saint-Maximin,Newcastle United,FRA,"FW,MF",23,25,19,1560,3,4,436,79.8,0,0,0.15,0.19,0,0
Jacob Murphy,Newcastle United,ENG,"DF,MF",25,26,17,1626,2,3,608,68.4,0,0,0.07,0.12,3,0
Jeff Hendrick,Newcastle United,IRL,MF,28,22,17,1422,2,1,533,80.5,0,0,0.07,0.05,3,1
Sean Longstaff,Newcastle United,ENG,MF,22,22,15,1412,0,1,571,79.0,0,0,0.09,0.07,2,0
Matt Ritchie,Newcastle United,SCO,"DF,MF",30,18,15,1350,0,2,607,67.7,0,0,0.03,0.1,2,0
Emil Krafth,Newcastle United,SWE,DF,25,16,14,1288,1,0,557,72.5,0,0,0.01,0.03,4,0
Paul Dummett,Newcastle United,WAL,DF,28,15,14,1255,1,0,534,76.8,0,0,0.02,0.04,2,0
Fabian Schär,Newcastle United,SUI,DF,28,18,13,1246,1,0,583,77.7,1,1,0.08,0.0,4,1
Martin Dúbravka,Newcastle United,SVK,GK,31,13,13,1170,0,0,427,72.6,0,0,0.0,0.0,0,0
Joe Willock,Newcastle United,ENG,MF,20,14,11,978,8,0,235,77.0,0,1,0.33,0.07,0,0
Javier Manquillo,Newcastle United,ESP,DF,26,13,10,825,0,0,400,74.0,0,0,0.0,0.03,1,0
Ryan Fraser,Newcastle United,SCO,"FW,MF",26,18,9,928,0,2,369,65.9,0,0,0.09,0.2,2,1
DeAndre Yedlin,Newcastle United,USA,DF,27,6,5,436,0,0,172,64.5,0,0,0.01,0.02,0,0
Dwight Gayle,Newcastle United,ENG,"FW,MF",29,18,4,514,1,1,114,79.8,0,0,0.36,0.09,0,0
Andy Carroll,Newcastle United,ENG,FW,31,18,4,392,1,0,141,63.1,0,0,0.27,0.02,1,0
Matthew Longstaff,Newcastle United,ENG,MF,20,5,4,377,0,0,148,79.1,0,0,0.0,0.02,0,0
Elliot Anderson,Newcastle United,SCO,MF,17,1,0,4,0,0,1,100.0,0,0,0.0,0.0,0,0
Rui Patrício,Wolverhampton Wanderers,POR,GK,32,37,37,3329,0,0,801,66.7,0,0,0.0,0.0,1,0
Conor Coady,Wolverhampton Wanderers,ENG,DF,27,37,37,3303,1,0,1789,88.1,0,0,0.03,0.0,5,0
Nélson Semedo,Wolverhampton Wanderers,POR,DF,26,34,34,2983,1,1,1892,81.4,0,0,0.06,0.03,5,0
Rúben Neves,Wolverhampton Wanderers,POR,MF,23,36,31,2675,5,1,1937,84.3,3,3,0.17,0.07,8,0
Pedro Neto,Wolverhampton Wanderers,POR,"FW,MF",20,31,30,2550,5,6,1212,78.8,0,0,0.17,0.22,4,0
Adama Traoré,Wolverhampton Wanderers,ESP,FW,24,37,28,2649,2,2,879,65.9,0,0,0.08,0.18,4,0
João Moutinho,Wolverhampton Wanderers,POR,MF,33,33,28,2528,1,1,1817,84.8,0,0,0.02,0.09,5,1
Leander Dendoncker,Wolverhampton Wanderers,BEL,"MF,DF",25,33,28,2503,1,0,1162,87.9,0,0,0.12,0.03,4,0
Romain Saïss,Wolverhampton Wanderers,MAR,DF,30,27,27,2407,3,0,1411,82.0,0,0,0.13,0.01,2,0
Daniel Podence,Wolverhampton Wanderers,POR,"MF,FW",24,24,22,1661,3,2,636,75.2,0,0,0.17,0.1,3,0
Willy Boly,Wolverhampton Wanderers,CIV,DF,29,21,21,1879,1,1,1003,82.8,0,0,0.05,0.02,2,0
Rayan Aït Nouri,Wolverhampton Wanderers,FRA,DF,19,21,16,1404,1,1,785,83.7,0,0,0.04,0.06,1,0
Max Kilman,Wolverhampton Wanderers,ENG,DF,23,18,14,1310,0,1,731,88.6,0,0,0.03,0.04,4,0
Willian José,Wolverhampton Wanderers,BRA,FW,28,17,12,1110,1,0,306,81.4,0,0,0.15,0.05,0,0
Fábio Silva,Wolverhampton Wanderers,POR,FW,18,32,11,1369,4,3,305,74.4,1,1,0.4,0.04,2,0
Raúl Jiménez,Wolverhampton Wanderers,MEX,FW,29,10,10,823,4,0,263,78.7,0,0,0.26,0.08,0,0
Fernando Marçal,Wolverhampton Wanderers,BRA,DF,31,13,7,623,0,0,370,82.7,0,0,0.01,0.02,2,0
Jonny Castro,Wolverhampton Wanderers,ESP,DF,26,7,7,495,0,0,239,78.7,0,0,0.01,0.03,0,0
Ki-Jana Hoever,Wolverhampton Wanderers,NED,DF,18,12,5,577,0,0,350,74.3,0,0,0.01,0.03,1,0
Vitinha,Wolverhampton Wanderers,POR,MF,20,19,5,520,0,1,329,87.8,0,0,0.1,0.12,0,0
Morgan Gibbs-White,Wolverhampton Wanderers,ENG,"FW,MF",20,11,4,414,1,0,235,80.9,0,0,0.21,0.13,1,0
Owen Otasowie,Wolverhampton Wanderers,USA,"MF,FW",19,6,2,187,0,1,64,70.3,0,0,0.27,0.07,1,0
Rúben Vinagre,Wolverhampton Wanderers,POR,DF,21,2,1,173,0,0,98,83.7,0,0,0.0,0.0,0,0
John Ruddy,Wolverhampton Wanderers,ENG,GK,33,2,1,91,0,0,24,79.2,0,0,0.0,0.0,0,0
Patrick Cutrone,Wolverhampton Wanderers,ITA,"FW,MF",22,2,0,25,0,0,5,80.0,0,0,0.61,0.0,0,0
Oskar Buur,Wolverhampton Wanderers,DEN,DF,22,1,0,22,0,0,15,93.3,0,0,0.0,0.0,0,0
Theo Corbeanu,Wolverhampton Wanderers,CAN,FW,18,1,0,9,0,0,3,100.0,0,0,0.0,0.9,0,0
Vicente Guaita,Crystal Palace,ESP,GK,33,37,37,3330,0,0,1080,55.4,0,0,0.0,0.0,2,0
Cheikhou Kouyaté,Crystal Palace,SEN,DF,30,36,35,3121,1,0,1216,78.8,0,0,0.02,0.01,4,0
Wilfried Zaha,Crystal Palace,CIV,FW,27,30,29,2612,11,2,779,75.9,2,2,0.26,0.11,6,0
Eberechi Eze,Crystal Palace,ENG,MF,22,34,29,2559,4,6,1158,79.3,0,0,0.08,0.1,3,0
Luka Milivojević,Crystal Palace,SRB,MF,29,31,27,2359,1,1,1269,81.1,1,2,0.09,0.05,8,1
Andros Townsend,Crystal Palace,ENG,"MF,FW",29,34,25,2258,1,5,864,67.9,0,0,0.09,0.15,0,0
Joel Ward,Crystal Palace,ENG,DF,30,26,25,2256,0,1,1079,72.7,0,0,0.0,0.02,5,0
Jordan Ayew,Crystal Palace,GHA,"FW,MF",28,33,23,2096,1,3,654,78.6,0,0,0.1,0.03,4,0
Christian Benteke,Crystal Palace,BEL,FW,29,30,21,1816,10,1,574,63.8,0,0,0.4,0.05,3,1
Gary Cahill,Crystal Palace,ENG,DF,34,20,20,1800,1,1,697,84.6,0,0,0.04,0.04,3,0
Patrick van Aanholt,Crystal Palace,NED,DF,29,22,20,1777,0,1,1127,78.9,0,0,0.06,0.04,2,0
Jaïro Riedewald,Crystal Palace,NED,MF,23,33,19,1820,2,0,628,84.9,0,0,0.03,0.05,4,0
Tyrick Mitchell,Crystal Palace,ENG,DF,20,19,19,1710,1,1,779,70.2,0,0,0.02,0.02,1,0
James McArthur,Crystal Palace,SCO,MF,32,18,17,1466,0,2,769,81.5,0,0,0.01,0.05,3,0
Jeffrey Schlupp,Crystal Palace,GHA,MF,27,27,15,1428,2,3,429,70.9,0,0,0.1,0.11,3,0
Scott Dann,Crystal Palace,ENG,DF,33,15,15,1350,1,0,604,84.1,0,0,0.02,0.0,1,0
Nathaniel Clyne,Crystal Palace,ENG,DF,29,13,13,1145,0,1,569,76.8,0,0,0.01,0.03,2,0
James McCarthy,Crystal Palace,IRL,MF,29,16,10,821,0,0,329,77.2,0,0,0.0,0.03,1,0
Michy Batshuayi,Crystal Palace,BEL,FW,26,18,7,728,2,1,168,70.2,0,0,0.17,0.18,0,0
James Tomkins,Crystal Palace,ENG,DF,31,8,6,553,0,0,164,78.7,0,0,0.03,0.01,1,0
Mamadou Sakho,Crystal Palace,FRA,DF,30,4,3,276,0,0,82,87.8,0,0,0.01,0.0,0,0
Jean-Philippe Mateta,Crystal Palace,FRA,FW,23,7,2,221,1,0,51,60.8,0,0,0.08,0.01,0,0
Jack Butland,Crystal Palace,ENG,GK,27,1,1,90,0,0,21,28.6,0,0,0.0,0.0,0,0
Martin Kelly,Crystal Palace,ENG,DF,30,1,0,2,0,0,2,100.0,0,0,0.0,0.0,0,0
James Ward-Prowse,Southampton,ENG,MF,25,38,38,3420,8,7,2619,80.8,3,4,0.14,0.11,5,0
Jan Bednarek,Southampton,POL,DF,24,36,36,3100,1,1,2005,84.6,0,0,0.03,0.01,5,1
Stuart Armstrong,Southampton,SCO,MF,28,33,32,2764,4,5,1258,79.7,0,0,0.1,0.09,3,0
Alex McCarthy,Southampton,ENG,GK,30,30,30,2700,0,0,1069,64.3,0,0,0.0,0.0,2,0
Che Adams,Southampton,SCO,FW,24,36,30,2667,9,5,633,70.0,0,0,0.3,0.19,1,0
Kyle Walker-Peters,Southampton,ENG,DF,23,30,30,2645,0,2,1613,80.3,0,0,0.03,0.05,4,0
Ryan Bertrand,Southampton,ENG,DF,30,29,29,2598,0,1,1537,76.8,0,0,0.02,0.04,5,0
Jannik Vestergaard,Southampton,DEN,DF,27,30,29,2574,3,0,1712,84.3,0,0,0.07,0.02,3,1
Danny Ings,Southampton,ENG,FW,28,29,26,2173,12,4,519,66.3,2,2,0.34,0.11,1,0
Oriol Romeu,Southampton,ESP,MF,28,21,20,1763,1,1,1258,82.8,0,0,0.02,0.05,6,0
Theo Walcott,Southampton,ENG,"MF,FW",31,21,20,1618,3,3,424,72.4,0,0,0.17,0.07,0,0
Nathan Redmond,Southampton,ENG,"MF,FW",26,29,17,1738,2,3,743,75.9,0,0,0.17,0.17,1,0
Jack Stephens,Southampton,ENG,DF,26,18,17,1537,0,0,1016,83.2,0,0,0.04,0.03,2,0
Moussa Djenepo,Southampton,MLI,MF,22,27,15,1240,1,0,400,73.8,0,0,0.07,0.04,5,0
Ibrahima Diallo,Southampton,FRA,MF,21,22,10,1020,0,0,587,85.2,0,0,0.05,0.05,3,0
Takumi Minamino,Southampton,JPN,"MF,FW",25,10,9,711,2,0,257,72.4,0,0,0.15,0.07,1,0
Mohammed Salisu,Southampton,GHA,DF,21,12,8,844,0,0,376,82.4,0,0,0.04,0.0,1,0
Fraser Forster,Southampton,ENG,GK,32,8,8,720,0,0,274,56.2,0,0,0.0,0.0,0,0
Nathan Tella,Southampton,ENG,"FW,MF",21,18,7,745,1,1,146,73.3,0,0,0.22,0.09,2,0
William Smallbone,Southampton,IRL,MF,20,3,2,172,0,0,78,82.1,0,0,0.04,0.0,0,0
Shane Long,Southampton,IRL,"FW,MF",33,11,1,210,0,0,59,64.4,0,0,0.02,0.0,0,0
Yan Valery,Southampton,FRA,"DF,MF",21,3,1,103,0,0,64,82.8,0,0,0.27,0.0,0,0
Kayne Ramsey,Southampton,ENG,DF,19,1,1,90,0,0,26,69.2,0,0,0.0,0.0,1,0
Jake Vokins,Southampton,ENG,DF,20,1,1,66,0,0,22,90.9,0,0,0.0,0.22,0,0
Alexandre Jankewitz,Southampton,SUI,MF,18,2,1,3,0,0,3,66.7,0,0,0.0,0.0,0,1
Dan Nlundulu,Southampton,ENG,FW,21,13,0,111,0,0,33,66.7,0,0,0.08,0.02,0,0
Michael Obafemi,Southampton,IRL,FW,20,4,0,61,0,0,15,86.7,0,0,0.0,0.16,0,0
Caleb Watts,Southampton,AUS,"MF,FW",18,3,0,39,0,0,13,61.5,0,0,0.0,0.0,1,0
Allan Tchaptchet,Southampton,FRA,DF,18,1,0,13,0,0,2,0.0,0,0,0.0,0.0,0,0
Ben White,Brighton,ENG,"DF,MF",22,36,36,3191,0,0,1766,83.2,0,0,0.02,0.02,5,1
Yves Bissouma,Brighton,MLI,MF,23,36,35,3111,1,0,1676,87.2,0,0,0.04,0.03,8,1
Lewis Dunk,Brighton,ENG,DF,28,33,33,2931,5,0,2151,90.0,0,0,0.08,0.03,5,2
Leandro Trossard,Brighton,BEL,"FW,MF",25,35,30,2607,5,5,1085,74.9,0,0,0.18,0.15,2,0
Adam Webster,Brighton,ENG,DF,25,29,29,2594,1,0,1794,82.7,0,0,0.04,0.01,4,0
Neal Maupay,Brighton,FRA,"FW,MF",23,33,29,2512,8,2,656,77.4,3,4,0.46,0.13,1,1
Pascal Groß,Brighton,GER,"MF,DF",29,34,27,2484,3,8,1669,75.5,3,4,0.2,0.2,3,0
Robert Sánchez,Brighton,ESP,GK,22,27,27,2430,0,0,1095,71.6,0,0,0.0,0.0,2,0
Joël Veltman,Brighton,NED,DF,28,28,25,2281,1,1,1491,77.3,0,0,0.05,0.04,3,0
Dan Burn,Brighton,ENG,DF,28,27,23,2061,1,0,1242,76.7,0,0,0.06,0.04,5,0
Solly March,Brighton,ENG,DF,26,21,19,1672,2,1,975,69.8,0,0,0.09,0.09,0,0
Danny Welbeck,Brighton,ENG,FW,29,24,17,1545,6,1,268,81.7,0,1,0.39,0.13,0,0
Adam Lallana,Brighton,ENG,"MF,FW",32,30,16,1596,1,1,936,84.7,0,0,0.14,0.16,0,0
Alexis Mac Allister,Brighton,ARG,"MF,FW",21,21,13,1115,1,1,407,79.4,0,0,0.09,0.19,1,0
Mathew Ryan,Brighton,AUS,GK,28,11,11,990,0,0,399,78.7,0,0,0.0,0.0,1,0
Tariq Lamptey,Brighton,ENG,DF,19,11,11,886,1,1,500,78.0,0,0,0.06,0.11,4,1
Steven Alzate,Brighton,COL,"MF,DF",21,15,10,896,1,0,446,89.5,0,0,0.07,0.05,2,0
Aaron Connolly,Brighton,IRL,FW,20,17,9,791,2,1,101,78.2,0,0,0.4,0.02,0,0
Jakub Moder,Brighton,POL,"DF,MF",21,12,7,647,0,0,268,74.6,0,0,0.12,0.02,0,0
Alireza Jahanbakhsh,Brighton,IRN,"FW,MF",26,21,6,528,0,1,265,74.0,0,0,0.28,0.54,3,0
Davy Pröpper,Brighton,NED,MF,28,7,2,213,0,0,96,76.0,0,0,0.04,0.0,0,0
Bernardo,Brighton,BRA,"DF,MF",25,3,2,206,0,0,87,71.3,0,0,0.13,0.09,0,0
Percy Tau,Brighton,RSA,"FW,MF",26,3,1,103,0,1,29,75.9,0,0,0.0,0.27,0,0
Andi Zeqiri,Brighton,SUI,"FW,DF",21,9,0,171,0,0,43,46.5,0,0,0.33,0.04,0,0
José Izquierdo,Brighton,COL,"DF,MF",28,1,0,9,0,0,9,88.9,0,0,0.12,0.0,0,0
Reda Khadra,Brighton,GER,FW,19,1,0,5,0,0,1,0.0,0,0,0.0,0.0,0,0
Jayson Molumby,Brighton,IRL,MF,20,1,0,1,0,0,1,0.0,0,0,0.0,0.0,0,0
Ashley Westwood,Burnley,ENG,MF,30,38,38,3410,3,3,2125,73.7,0,0,0.03,0.13,7,0
James Tarkowski,Burnley,ENG,DF,27,36,36,3240,1,0,1167,72.0,0,0,0.07,0.02,6,0
Dwight McNeil,Burnley,ENG,MF,20,36,34,3069,2,5,1336,68.9,0,0,0.03,0.19,1,0
Matthew Lowton,Burnley,ENG,DF,31,34,34,3060,1,1,1498,68.8,0,0,0.02,0.07,5,0
Nick Pope,Burnley,ENG,GK,28,32,32,2880,0,0,979,50.7,0,0,0.0,0.01,1,0
Josh Brownhill,Burnley,ENG,MF,24,33,32,2813,0,1,1187,79.0,0,0,0.06,0.04,2,0
Chris Wood,Burnley,NZL,FW,28,33,32,2741,12,3,658,66.9,2,2,0.44,0.07,0,0
Ben Mee,Burnley,ENG,DF,30,30,30,2693,2,0,1044,75.1,0,0,0.06,0.01,3,0
Charlie Taylor,Burnley,ENG,DF,26,29,28,2426,0,1,1298,69.9,0,0,0.0,0.07,1,0
Jóhann Berg Guðmundsson,Burnley,ISL,MF,29,22,16,1363,2,0,472,75.4,0,0,0.11,0.03,2,0
Matěj Vydra,Burnley,CZE,FW,28,28,15,1371,3,2,266,72.6,0,0,0.4,0.12,0,0
Jack Cork,Burnley,ENG,MF,31,16,15,1350,0,0,499,82.6,0,0,0.02,0.02,2,0
Ashley Barnes,Burnley,ENG,FW,30,22,15,1331,3,0,307,63.5,1,1,0.35,0.04,4,0
Erik Pieters,Burnley,NED,"DF,MF",31,20,13,1266,0,1,580,74.8,0,0,0.01,0.03,1,0
Jay Rodriguez,Burnley,ENG,"FW,MF",31,31,12,1265,1,2,283,73.5,0,0,0.16,0.12,3,0
Robbie Brady,Burnley,IRL,MF,28,19,12,1052,1,1,393,67.7,0,0,0.07,0.08,3,0
Kevin Long,Burnley,IRL,DF,29,8,7,637,0,0,255,71.0,0,0,0.04,0.0,2,0
Bailey Peacock-Farrell,Burnley,NIR,GK,23,4,4,360,0,0,113,51.3,0,0,0.0,0.0,0,0
Phil Bardsley,Burnley,SCO,DF,35,4,3,274,0,0,165,70.3,0,0,0.04,0.0,2,0
Jimmy Dunne,Burnley,IRL,DF,22,3,3,270,1,0,146,71.2,0,0,0.14,0.04,1,0
Dale Stephens,Burnley,ENG,MF,31,7,3,261,0,0,124,83.1,0,0,0.06,0.0,1,0
Josh Benson,Burnley,ENG,MF,20,6,2,264,0,0,85,72.9,0,0,0.06,0.0,0,0
Will Norris,Burnley,ENG,GK,26,2,2,180,0,0,56,48.2,0,0,0.0,0.04,0,0
Joel Mumbongo,Burnley,SWE,FW,21,4,0,40,0,0,6,83.3,0,0,0.0,0.0,1,0
Lewis Richardson,Burnley,ENG,"FW,MF",17,2,0,4,0,0,1,0.0,0,0,0.0,0.0,0,0
Alphonse Areola,Fulham,FRA,GK,27,36,36,3240,0,0,1001,73.6,0,0,0.0,0.0,2,0
Tosin Adarabioyo,Fulham,ENG,DF,22,33,33,2953,0,0,1824,87.4,0,0,0.03,0.01,1,0
Ademola Lookman,Fulham,ENG,"FW,MF",22,34,31,2747,4,4,1168,75.3,0,1,0.18,0.17,5,0
Ola Aina,Fulham,NGA,DF,23,31,31,2664,2,1,1711,77.7,0,0,0.03,0.05,3,0
Joachim Andersen,Fulham,DEN,DF,24,31,30,2730,1,1,1833,83.4,0,0,0.04,0.02,7,1
Andre-Frank Zambo Anguissa,Fulham,CMR,MF,24,36,29,2587,0,3,1410,84.9,0,0,0.06,0.08,6,0
Bobby Reid,Fulham,JAM,"MF,DF",27,33,28,2372,5,2,826,74.1,0,0,0.18,0.05,7,0
Ivan Cavaleiro,Fulham,POR,"FW,MF",26,36,27,2472,3,0,834,71.9,1,2,0.2,0.12,2,0
Harrison Reed,Fulham,ENG,MF,25,31,26,2247,0,2,1460,86.4,0,0,0.01,0.06,5,0
Antonee Robinson,Fulham,USA,DF,22,28,24,2162,0,0,1352,72.6,0,0,0.02,0.07,4,1
Ruben Loftus-Cheek,Fulham,ENG,"MF,FW",24,30,21,1909,1,0,716,83.1,0,0,0.15,0.07,3,0
Mario Lemina,Fulham,GAB,MF,26,28,19,1703,1,0,860,85.3,0,0,0.05,0.04,5,0
Kenny Tete,Fulham,NED,DF,24,22,18,1481,0,1,863,74.4,0,0,0.01,0.1,3,0
Aleksandar Mitrović,Fulham,SRB,FW,25,27,13,1402,3,3,384,76.0,1,2,0.42,0.17,3,0
Josh Maja,Fulham,NGA,"FW,MF",21,15,9,810,3,0,179,87.7,1,1,0.53,0.12,0,0
Tom Cairney,Fulham,SCO,MF,29,10,9,759,1,1,621,88.7,0,0,0.08,0.17,2,0
Joe Bryan,Fulham,ENG,"DF,FW",26,16,7,669,1,0,420,70.2,0,0,0.05,0.06,2,0
Tim Ream,Fulham,USA,DF,32,7,7,630,0,0,434,91.2,0,0,0.0,0.0,0,0
Josh Onomah,Fulham,ENG,MF,23,11,4,374,0,0,166,89.8,0,0,0.15,0.01,1,0
Denis Odoi,Fulham,BEL,DF,32,3,3,270,0,0,185,82.7,0,0,0.03,0.02,1,0
Michael Hector,Fulham,JAM,DF,28,4,3,263,0,0,175,79.4,0,0,0.03,0.01,2,0
Fabio Carvalho,Fulham,ENG,"MF,FW",17,4,3,255,1,0,86,77.9,0,0,0.4,0.13,0,0
Aboubakar Kamara,Fulham,MTN,"FW,DF",25,11,2,315,0,0,128,71.9,0,0,0.11,0.11,1,1
Marek Rodák,Fulham,SVK,GK,23,2,2,180,0,0,46,80.4,0,0,0.0,0.0,0,0
Maxime Le Marchand,Fulham,FRA,DF,30,2,1,123,0,0,82,95.1,0,0,0.01,0.0,2,0
Neeskens Kebano,Fulham,COD,"FW,MF",28,5,1,119,0,0,42,78.6,0,0,0.22,0.0,0,0
Terence Kongolo,Fulham,NED,DF,26,1,1,90,0,0,39,94.9,0,0,0.0,0.03,0,0
Tyrese Francois,Fulham,AUS,DF,20,1,0,15,0,0,15,93.3,0,0,0.0,0.0,0,0
Sam Johnstone,West Bromwich Albion,ENG,GK,27,37,37,3330,0,1,1282,49.9,0,0,0.0,0.01,1,0
Darnell Furlong,West Bromwich Albion,ENG,DF,24,35,32,2932,1,3,1177,59.5,0,0,0.06,0.06,5,0
Semi Ajayi,West Bromwich Albion,NGA,DF,26,33,31,2780,2,0,948,74.4,0,0,0.04,0.01,3,1
Matheus Pereira,West Bromwich Albion,BRA,"MF,FW",24,33,30,2577,11,6,1066,71.8,4,4,0.25,0.19,2,1
